sentence 	 label
just weeks before the historic second flight of spaceshipone -- a trip that won him the \$10 million x prize -- burt rutan, the ship's designer and builder, sat down for a chat with wired magazine. here's what he said . 	3
it was a match that didn #39;t run to the script but this is the land where life often imitates the silver screen. and for 64 minutes yesterday the usa tomahawks were pure hollywood 	1
the last novel by the author iris murdoch reveals the first signs of alzheimer's disease, experts say . 	0
bob briggs wifes family has owned about 1,000 acres of redwood forest off waddell creek since 1913. he doesnt clearcut, and logs about once a decade . 	2
december 01, 2004 (reuters) - cingular wireless llc, the largest us wireless telephone company, said yesterday that it would upgrade its network next year to handle high-speed data transmissions . 	2
consumers spent briskly in october and the nation #39;s manufacturers saw robust activity in november, encouraging signs that the last quarter of this year is shaping up nicely . 	2
cassini pierced the ring plane and rounded saturn on oct. 27, 2004, capturing this view of the dark portion of the rings. a portion of the planet #39;s atmosphere is visible here, as is its shadow on the surface of the rings . 	3
united nations, new york the united nations has proposed the most sweeping changes in its history, recommending the overhaul of its top decision-making group, the security council, and holding out the possibility that it could grant legitimacy to pre 	0
ap - florida's 67 county elections supervisors proposed dramatic reforms, including replacing election day with 11 days of voting and doing away with voting precincts . 	0
space.com - boulder, colo. -- moviegoers may recall it as that nifty bit of high-speed technology used in 2010: the year we make contact --  the space age equivalent of playing air bag bumper car with jupiter . 	3
"a us dictionary publisher declares ""blog"" as one of the words of the year . "	0
ipod owners can download the band aid single after apple reaches agreement with the charity . 	3
microsoft has sued eight us computer resellers who it says bought or sold counterfeit certificate of authenticity labels or genuine labels that had been separated from their related software, all in breach of copyright and trade mark laws . 	3
foreign shrimp producers have denied they are selling shrimp at artificially low prices as a way to win a larger share of the us market . 	2
left-arm seamer ashish nehra has been left out of india #39;s squad for this month #39;s two-test series against bangladesh due to an abdominal strain . 	1
espn will launch its own branded wireless phone service next year, the first in a series of branded cell-phone services planned by walt disney (dis), which owns the cable sports channel . 	3
"detroit (reuters) - ford motor co. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=f.n target=/stocks/quickinfo/fullquote""&gt;f.n&lt;/a&gt; on wednesday  reported its sixth straight month of weaker vehicle sales,  prompting the second-largest u.s. automaker to further cut  production of cars and trucks, while chrysler posted another  sales gain . "	2
new york (reuters) - u.s. stocks rose on wednesday as crude  oil futures fell more than \$2 a barrel on a big jump in u.s.  petroleum supply, easing worries about the impact of energy  costs on corporate profits and economic growth . 	2
shares of nektar therapeutics remained active wednesday following upgrades from two investment firms after drug giant pfizer inc. cited its inhalable insulin product in a recent pipeline report . 	2
the palace in auburn hills bans two men from events for their involvement in last month's brawl between the pistons and indian pacers . 	1
cingular wireless, the nation #39;s largest wireless carrier following the company #39;s merger with at amp;t wireless, said wednesday that it has completed integration activities ahead of schedule and now expects merger-related cost savings to exceed prior estimates 	2
sterling rose to its highest level against the dollar since black wednesday, the day in september 1992 when the pound was forced out of the exchange rate mechanism, the forerunner of the euro . 	2
hewlett-packard has developed a software program that could slow the spread of computer viruses and worms by acting as a  quot;throttle quot; on unauthroized network activity . 	3
com. america online inc. on wednesday launched new features in its singingfish search site for audio and video on the web. aol, a division of time warner inc . 	3
byu coach gary crowton walks off the field after byu #39;s 28-27 loss to boise state, in boise, idaho, in this sept. 24, 2004 photo . 	1
mozambique #39;s poor, many carrying small children, trudged along narrow dirt roads in oppressive heat wednesday to pick a replacement for the president who has ruled 	0
ankara: turkey is hoping to attract \$15 billion of foreign investment between 2005 and 2007 through reforms designed to overhaul its economy and ease the country #39;s entry into 	0
provo, utah (sports network) - gary crowton has resigned  from his position as the head football coach at brigham young . 	1
spains top singles player said he expects to beat american andy roddick in the davis cup final, which begins friday at the estadio olimpico de la cartuja . 	1
the nation #39;s two largest automakers on wednesday reported weak november sales, but both expressed confidence that new products would help them pick up momentum . 	2
ap - with two louisiana congressional seats still up for grabs, vice president dick cheney campaigned in the state wednesday on behalf of republicans who hope to sweep saturday's runoff elections . 	0
just as the at amp;t buy helped cingular move ahead of verizon wireless to the top of the industry in terms of size, the new network would likely give it an overall faster network, a distinction most say verizon can now boast . 	2
david bellion scored 19 seconds after the opening kickoff as manchester united #39;s backup team edged arsenal #39;s youngsters 1-0 on wednesday to reach the semifinal of the english league cup . 	1
three seasons after hiring tyrone willingham as head coach of the football program, the powers that be in south bend, ind., fired the 28-year coaching veteran tuesday, one month prior to the fighting irish #39;s scheduled matchup with ucla in the insight bowl 	1
reuters - struggling clothing retailer wet\seal inc.  on wednesday posted a wider quarterly loss\as lackluster demand for its teen-oriented fashions forced the\company to make bigger markdowns . 	2
port-au-prince, haiti (reuters) - shooting erupted on  wednesday outside haiti's presidential palace while secretary  of state colin powell was inside talking with the interim  leaders of the violence-plagued country . 	0
polish war crimes prosecutors examine the 1940 deaths of members of the polish elite in russia's katyn forest . 	0
ap - a mutilated body found in iraq is not that of kidnapped aid worker margaret hassan, the british government said wednesday. but the foreign office said it continued to believe hassan had been murdered, although the evidence was not conclusive . 	0
ap - a judge declined to dismiss charges against four men accused of distributing steroids to top athletes amid accusations that prosecutors illegally searched a nutritional supplement lab and the house and car of barry bonds' trainer . 	1
a federal judge said wednesday that she would not immediately dismiss charges against four men accused of distributing steroids to top athletes . 	1
intel is preparing a marketing strategy that will brand desktop pcs with a similar label that made its centrino notebook technology a household name, according to sources familiar with the company's plans . 	2
the university of virginia football team has accepted an invitation to the mpc computers bowl at 2 pm (est) on dec. 27 in boise, idaho . 	1
a book about the evolution of mutants and the science of abnormality has won the guardian first book award 2004 . 	3
australian prime minister john howard said thursday that telstra corp. #39;s board would choose its next chief executive, not the federal government, which has a majority stake in the telecommunications giant . 	2
microsoft #39;s msn has introduced a beta version of its new blogging tool, msn spaces, which it expects will eventually be supported by advertising . 	3
the longtime rivals claim that they #39;ll work harder to make their software work together. by aaron ricadela. longtime rivals microsoft and sun microsystems have made a  quot;180-degree u-turn quot; in their relationship 	3
the eighth-ranked connecticut huskies narrowly avoided their first two-game losing streak in 12 seasons, beating south florida, 75-65, last night with barbara turner getting 8 of her 23 points in overtime . 	1
ap - in a bid to give a big push to e-governance, an indian state on monday cleared a plan that will help its officials move internet data thousand times faster than now . 	3
canadian press - winnipeg (cp) - just one year ago, mark rzepka was opening a  #36;1-million internet pharmacy in the small manitoba town of niverville believing he would be able to quadruple his staff within 12 months . 	0
"we've got two more entries this week in the category of ""what weird, useless stuff is for sale on ebay that i just have to have?"" "	3
visiontek announced today the official launch of its xtasy radeon x850 xt pci express graphics accelerator card.  quot;we #39;ve been overwhelmed by customer requests for a top of the line visiontek 16x pci express 	3
oracle is expected to unveil updates to its software's content management and business intelligence functions, as well as other enhancements at next week's oracle openworld user event . 	3
ap - bakery cafe chain panera bread co. hopes its customers will stick around a little longer  #151; grab a bite to eat, buy another cup of coffee, try the wi-fi. in other words, just chill out . 	3
reuters - japanese researchers say they have\produced rubber from a natural substance extracted from an\edible, wild mushroom commonly found in the country . 	3
reuters - a bush administration decision to\eliminate the possibility of removing dams to save endangered\u.s. pacific northwest salmon species is a huge blow to\protection efforts, an environmental group said on wednesday . 	3
ap - a skull fragment found in a 400-year-old trash pit at jamestown contains evidence of the earliest known surgery  #151; and autopsy  #151; in the english colonies in america, researchers say . 	3
an investigation into the practice of internet pharmacies and how they are changing the u.s. pharmaceutical industry . 	3
aol updates audio video search singingfish\\rumors are floating that market leaders google along with yahoo! and microsoft (msn) are working on an improved multimedia searching capabilities. aol entered into the field with their acquisition of singingfish inc. around a year ago.\\singingfish inc. would be today announcing their updated services to .. . 	3
afp - india's pioneer low-cost carrier air deccan plans to raise 50 million dollars in private equity by shedding a 26 percent stake and also aims to enter the corporate business jet segment, its chairman said . 	0
new york (cbs.mw) -- former new york city mayor rudolph giuliani is making a foray into investment banking. free! sign up here to receive our weekly roundup e-newsletter! 	2
tokyo : japan #39;s top mobile operator ntt docomo believes europe will embrace hi-tech telephones and expects a major boost in subscribers on the continent of its i-mode internet service . 	3
new york (reuters) - eddy curry registered 18 points and 10  rebounds and tyson chandler added 18 rebounds and 10 points as  the chicago bulls stunned the los angeles lakers 92-84  wednesday . 	1
kiev -- the ukrainian parliament voted yesterday to dismiss the government headed by the declared winner of a disputed presidential vote, prime minister viktor yanukovych, handing the opposition a victory in its campaign to overturn national election results . 	0
lawyers for pfc. lynndie r. england sought wednesday to throw out evidence at the heart of the abu ghraib prison scandal -- the now-infamous photos showing her smiling and pointing at naked iraqi detainees . 	0
san francisco (cbs.mw) -- not only did the word  quot;blog quot; enter merriam-webster #39;s dictionary this year, but microsoft is getting on the personalized e-journal bandwagon . 	3
in launching make love not spam lycos this week started a controversial bid to battle unsolicited messages through a custom-designed website . 	3
with broadband and desktop media fueling consumer interest in digital media content, video and audio search provider singingfish has launched an improved search portal to help the world find more multi-media online . 	3
the wizards welcomed coach eddie jordan back last night with a 95-68 victory over the nets, jordan #39;s former team. gilbert arenas had a season-high 30 points, seven rebounds and five assists for host washington . 	1
bad weather was the main cause of an accident which killed 26 people aboard an airplane whose spoiler did not work well, indonesian investigators said today . 	0
harare (reuters) - zimbabwe president robert mugabe called  for unity on thursday amid rare public jostling within his  ruling zanu-pf party over who will eventually succeed the  controversial 80-year-old leader . 	0
reed elsevier on thursday reiterated that it remained on track to deliver mid to high single-digit earnings-per-share growth this year despite concerns over its science publishing unit . 	2
a previous study at the hadley centre for climate prediction and research at the met office, demonstrated that large-scale global warming is not a result of urban development . 	3
microsoft has announced it #39;s suing eight pc resellers over claims they have been attaching certificates of authenticity (coa) to non-genuine microsoft products . 	3
apple computer on thursday officially launched its itunes music store in canada, offering canadian music fans the same features and price of \$.99 cdn per song that have lifted itunes to the number one online music service in the world . 	3
"business and education leaders in northern virginia are working hard to lure biotechnology companies. but for a daunting reminder of how far they need to go, all they have to do is look at neighboring maryland. &lt;font face=""verdana,ms sans serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;b&gt;-the washington post&lt;/b&gt;&lt;/font&gt; "	3
com december 2, 2004, 7:48 am pt. while its neighbors, software infrastructure and hardware upgrades, switched places this month, security held its spot at number three . 	3
the european central bank surprised financial markets on thursday by revealing it had considered raising interest rates even as the euro zone economy slows, saying it is worried about inflationary risks . 	2
short for  quot;weblog quot; -- was the most-frequently requested definition at merriam-webster #39;s online dictionary site, the publisher says . 	3
miami dolphins tailback ricky williams has no immediate plans to resume his nfl career and, at least for now, intends to stay in retirement, according to his attorney . 	1
tivo inc. pioneered digital video recording as a new way of watching television - when you want it. now it could be tv where you want it, too . 	3
after the german #39;s failure to revive the ailing national team, the scottish football association has opted for a rare rangers-celtic linkup at the top with former rangers manager smith working with assistant tommy burns, his old rival at celtic . 	1
a us government advisory panel is to recommend a revision to the minimum level of crude inventories required to ensure adequate supplies of crude oil to the nation #39;s refiners to produce gasoline 	2
"san francisco (reuters) - oracle corp. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=orcl.o target=/stocks/quickinfo/fullquote""&gt;orcl.o&lt;/a&gt; is in  merger talks with other technology companies as it awaits the  outcome of its \$9.2 billion hostile takeover bid for rival  software maker peoplesoft inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=psft.o target=/stocks/quickinfo/fullquote""&gt;psft.o&lt;/a&gt; . "	2
"new york (reuters) - albertsons inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=abs.n target=/stocks/quickinfo/fullquote""&gt;abs.n&lt;/a&gt;, the no. 2  u.s. grocer, on thursday posted higher quarterly profit, but  warned that full-year earnings could hit the low end of its  estimates due to competition and skittish consumers, sending  shares down 6 percent . "	2
ap - ten candidates have qualified to contest the palestinian presidential elections, set for jan. 9. they are: 	0
new york (reuters) - u.s. stocks were little changed on  thursday, pausing after wednesday's sharp rally, as investors  were reluctant to wade into the market before intel's  mid-quarter update after the close and friday's jobs report . 	2
hayley mick is a journalist currently based in vancouver. she has broadcast experience with cbc radio #39;s quirks and quarks and has reported for the vancouver sun, cbc online, and the canadian press #39;s ontario and vancouver bureaus . 	0
reuters - a blast heard in central jerusalem on\thursday was caused by the apparently accidental explosion of a\gas canister inside a shop, police said . 	0
abb said it was aware of the ruling, but remained confident that a settlement would be reached. abb is naturally surprised and disappointed at todays decision, but remains confident that it can resolve . 	2
canada #39;s barrick gold corp. said thursday it was acquiring a 9 percent stake in london-based celtic resources holding ltd. - a deal that potentially gives the canadian gold giant major clout ahead of next year #39;s auction of russia #39;s biggest gold deposit . 	2
south africa were rocked by a two-wicket burst from off-spinner harbhajan singh just before tea on the fourth day of the second cricket test here today . 	1
hubie brown, 71, got to retire as coach of the memphis grizzlies of own volition, drawing accolades for transforming a franchise that never won more than 23 games into a 50-victory team in less than two seasons . 	1
reuters - the united states, considered an\environmental laggard by its critics, is unlikely to sign any\new pacts on climate change at a key environmental meeting this\month, a senior u.s. official said on thursday . 	3
space.com - the outer reaches of our solar system may have been shaped long ago by a close encounter with another star that tore up both nascent planetary systems like colliding buzz saws, astronomers said today . 	3
university of notre dame officials are apparently prepared to interview utah football coach urban meyer as early as tonight, only two days after the school fired coach tyrone willingham after three seasons . 	1
the extended train wreck that has been american-dominated iraq is winding its way toward a decisive intersection: the national elections scheduled for jan. 30, 2005, where voters will be asked 	0
the supreme court is expected to rule friday on rerunning the country's disputed presidential election . 	0
friday is the 150th anniversary of eureka day. for some australians, it's their boston tea party . 	0
the us will offer an olive branch to peter mandelson, the european union #39;s new trade commissioner, next week by delaying any escalation of the dispute over subsidies to airbus and boeing, a us trade official said on thursday . 	2
sometimes, a piece of soggy cereal is just a piece of soggy cereal. unless, of course, it bears an uncanny resemblance to history's most beloved extraterrestrial, e.t . 	3
microsoft said today it has filed seven lawsuits against defendants it accuses of sending hundreds of thousands of spam e-mails with sexually explicit content . 	3
shannon bauman, associate product manager of google groups announced the launch of a new and improved google groups. whether your interests run to knitting or brain surgery, chances are good other people out there share them . 	3
ntl, the uks largest cable company, has agreed to sell its radio and television broadcasting business for 1.27bn to a fund managed by australias macquarie bank . 	2
ap - former nba star jayson williams will be retried on a manslaughter charge in the shotgun slaying of a limousine driver at his mansion, a judge ruled thursday . 	1
afp - the blame falls on home secretary david blunkett for exposing his three-year affair with the married publisher of the spectator, the magazine itself charges in its latest issue . 	0
reuters - a school bus driver who chatted about\stem cell research with her pupils was fired for inappropriate\behavior, a local newspaper said on thursday . 	3
britain #39;s biggest cable company, ntl, agreed yesterday to sell its radio and television broadcasting business for 1.27bn to a consortium led by a fund managed by australia #39;s macquarie bank . 	2
ibm this week announced the formation of power.org, a collaborative community of itself and 14 partner companies with the goal of promoting hardware and software development centered 	3
kinshasa - the united nations says it may have found a way to prevent the further escalation of tensions between congo and rwanda . 	0
singapore (reuters) - battered oil prices struggled on  friday to shake off this week's \$6 slump, edging up from a  12-week low after a massive round of selling triggered by  easing worries about winter supply . 	2
with the death toll mounting to 1,000 after a deadly storm typhoon nanmadol that hit the nation three days before, the nature #39;s curse is still haunting philippines when an earthquake with a preliminary magnitude of 4.2 rocked the northern philippines on 	0
the securities and exchange commission yesterday filed civil fraud charges against three former kmart corp. executives and five employees of companies that supplied the troy, mich., retail chain, accusing them of scheming to inflate kmart's profit by \$24 million in 2001 . 	2
"in a short time, in a public way -- while on metro, or in line at starbucks, or inside a movie theater -- ring tones signal who you are. or who you want people to think you are.&lt;font face=""verdana,ms sans serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;b&gt;-the washington post&lt;/b&gt;&lt;/font&gt; "	3
four infineon executives pled guilty for price fixing computer memory chips and will face a prison sentence of four to six months along with \$250,000 in fines, reported the us department of justice on thursday . 	3
the mets could lose one veteran left-handed pitcher to a team in their own division and another to a team in their own city. as representatives for al leiter negotiated a one-year contract with 	1
while the bush administration's words of support for a high-technology future for health care have been plentiful, the dollars, it seems, are scarce . 	3
reuters - ukraine's supreme court is expected to\rule on friday on whether to overturn the result of a disputed\presidential election that has plunged the country into turmoil\and generated distrust between russia and the west . 	0
st. louis, mo., (sports network) - st. louis rams running  back marshall faulk has been downgraded from probable to  questionable for sunday's game against the san francisco 49ers  with a bruised left knee . 	1
tokyo - japan #39;s nissan motor said on thursday that the company may have to suspend some production next march in addition to already announced suspensions, due to parts shortages, resulting in a decline of about 6 billion (r339.8 million) in annual sales 	2
the sharp fall in the dollar on the foreign exchange markets - and the consequent rise in the value of the euro - may seem like problems that are of little direct concern to the uk, which never signed up to the euro in the first place . 	2
four hollywood studios this week embraced a new high-definition dvd format from electronics giant toshiba - raising many questions for video lovers who have driven sales of pre-recorded dvds to new heights . 	3
london (reuters) - the dollar held firm above this week's  record low against the euro on friday, with dealers reluctant  to take positions ahead of key u.s. jobs figures . 	2
as the bassist for the pop-funk band tower of power, victor conte laid down a song #39;s backbone by playing a predetermined series of notes . 	1
children would like expensive hi-tech gifts for christmas, but few parents are happy to buy these, research suggests . 	3
the french prime minister calls for a satellite tv channel backed by hezbollah to be taken off air . 	0
ap - there is no reason to hold a meeting of iraq's neighbors planned for this week in amman, an iranian envoy said monday in a further sign of strained relations following accusations by jordan's king abdullah that tehran wanted to influence the iraqi elections . 	0
ibm corp. has put its pc business up for sale, according to a story published on friday on the web site of the new york times . 	3
the aclu files freedom of information act requests to find out why antiterrorism task forces have been monitoring activists. by ryan singel . 	3
a year after injecting \$45bn into two state banks to ready them for flotation, china is preparing a fresh bailout for two more institutions . 	2
iraqi insurgents staged nearly simultaneous attacks friday morning on police stations at opposite ends of baghdad, killing at least 20 people, freeing dozens of prisoners and emptying a police arsenal in a demonstration of the militants' strength in the heart of the country . 	0
one of the hottest holiday gifts this year is the apple ipod, the digital-age equivalent of the sony walkman. the ipod, which stores music files downloaded from a computer 	3
the russian duma backs president putin's plan to replace elected regional bosses with his own appointees . 	0
a campaign by lycos europe to target spam-related websites appears to have been put on hold. earlier this week the company released a screensaver that bombarded the sites with data to try to bump up the running costs of the websites . 	3
december 02, 2004 (idg news service) - lycos europe nv is caught in a tit-for-tat struggle with spammers just days after releasing a free screen saver program that uses computer downtime to swamp web sites associated with spam campaigns . 	3
reuters - iraq's neighbors want tens of billions\of dollars for environmental damage done in the 1990-1 gulf\conflict, but are set to get only paltry funds from the united 	3
the oft refers apple's itunes to the european commission on the grounds that it over-charges uk customers . 	3
the spyware plague will trigger a 2,500 percent increase in enterprise spending by 2008, a market-research firm reports. by gregg keizer . 	3
shares in swiss engineering giant abb plummet 13 after a us court rejects its bid to limit a multi-billion dollar asbestos claim 	2
brussles - eu trade chief peter mandelson wants clarification of the us stance in threatened wto action over aid to airbus, his spokeswoman said friday after a us official indicated washington was delaying such action . 	2
an era will come to an end when ibm sells off its computer manufacturing business, according to the new york times. a chinese company seems the likely buyer and the deal should fetch upward of \$2 billion . 	2
the united states and the european union called a temporary timeout yesterday in their dispute over government support for aviation rivals boeing and airbus . 	2
helsinki: nokia said the respected head of its networks unit had resigned and another top networks official left in the second major departure of top management in two weeks at the world #39;s largest mobile phone maker . 	2
"new york (reuters) - wal-mart stores inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=wmt.n target=/stocks/quickinfo/fullquote""&gt;wmt.n&lt;/a&gt;, the  world's biggest retailer, on monday brightened its outlook for  december sales at u.s. stores open at least a year, seeing  sales up 3 percent bolstered by post-christmas spending . "	2
addis ababa (reuters) - ethiopian prime minister meles  zenawi said on friday demarcation of most of the country's 600  mile border with eritrea could begin immediately, raising hopes  a long-simmering border dispute could be resolved . 	0
canadian press - trois-rivieres, que. (cp) - a former hells angels member who played trumpet with the quebec city orchestra was sentenced friday to 15 months in jail for uttering death threats against a judge . 	0
tokyo (cbs.mw) - japanese stock indexes rose by midmorning friday as intel #39;s higher-than-expected sales forecast listed the japanese tech sector . 	2
a european union force yesterday took over peacekeeping in bosnia from nato for an operation seen as a test of the eu #39;s military aspirations and credibility . 	0
reuters - the basque separatist group eta set off\five bombs at petrol stations around madrid on friday, putting\a stranglehold on the city at the start of a long holiday\weekend . 	0
"ap - her political activist father is her hero and sayli navarro wants to follow in his footsteps  #151; at any cost. the soft-spoken, articulate teenager was just 6 when her father went to prison the first time, for posting signs reading ""down with fidel."" "	0
ap - lewis university of division ii was put on four years' probation for an array of infractions that included its men's volleyball team, which won a national title last year the school has since forfeited . 	1
atlanta - tommy tuberville isn #39;t much into computers and formulas to determine who should play for college football #39;s national championship . 	1
bode miller won for the fourth time this season friday and daron rahlves was second -- the first 1-2 finish for us men in a world cup downhill . 	1
this is getting old. every time hidden gems selection select comfort (nasdaq: scss) gets settled in and ready for a long night #39;s rest full of dreams of two-times-in-three-years capital gains, along 	2
beaver creek, colorado (reuters) - american bode miller won  a men's world cup alpine skiing downhill on friday for his  phenomenal fourth victory in five races . 	1
the u.s. dollar fell to another new low against the euro friday, pushing the european currency higher than \$1.34 after u.s. employment data came in weaker than expected . 	2
houston, tx (sports network) - the houston astros re-signed free agent infielder jose vizcaino to a one-year contract on friday. vizcaino appeared in 138 games for the astros in 2004, his fourth season with 	1
businessweek online - had scott g. kriens stayed at stratacom inc. for a few more weeks in 1996, he would have ended up working for fast-rising networking star cisco systems inc. , which bought stratacom that april.  but rather than take a ride on the cisco rocketship, kriens left to run tiny juniper networks inc.  now, kriens and  juniper are the highfliers. over the past year, juniper has handed its silicon  valley neighbor a string of defeats in  the market for gear used to shuttle  e-mail, videos, and internet phone calls between cities and continents. .. . 	3
leaders of the internet's controversial ruling body are getting a visit this week from a witch-in-training and a space warrior from centuries in the future . 	3
lycos europe #39;s controversial anti-spam efforts had a bumpy first week, with various availability problems, some of which may have been caused by the same spammers the site targeted with distributed denial of service (ddos) attacks . 	3
european aeronautic defense and space co., the parent of aircraft maker airbus sas, has proposed splitting a contested u.s. air force contract for refueling tankers with its rival boeing co., the european group's u.s. office said friday . 	2
new york (dow jones/ap) -- apple computer inc. shares fell friday after needham  amp; co. downgraded the stock to hold #39; #39; from buy . 	2
the course is a back-breaking 7,800 yards long off the tips, the rough is up, it #39;s 100f out there, the greens are fast and firm and refusing to hold, and yesterday there was a tricky wind to contend with . 	1
state and local governments will be barred from taxing connections that link people to the internet for the next three years under legislation signed friday by president bush . 	3
knoxville, tn (sports network) - tennessee titans offensive tackle michael munoz underwent successful surgery friday on his injured right shoulder . 	1
gunners have won just one of their last six prem- iership games and could go out of the champions league if they fail to beat rosenborg on tuesday . 	1
microsoft today announced the availability of the second community technology preview (ctp) for microsoft sql server 2005 and the technical preview availability of sql server 2005 express manager, a new, free database management tool . 	3
ap - ucla soccer coach jillian ellis was happy to beat her best friend, princeton counterpart julie shackford. after all, a spot in the ncaa championship game was on the line . 	1
amir khan celebrated his first fight since winning the lightweight olympic silver medal in athens with a one-sided 35-13 points victory over american michael evans at liverpool olympia last night . 	1
ap - laurie koehn hit five 3-pointers and scored 19 points to lead no. 19 kansas state to a 84-50 victory over new hampshire friday in the first round of the wildcat classic . 	1
ibm is reportedly in talks to sell its personal computer business. it would mark the end of an era for the company that brought the computer into the mainstream when it began selling its desktop pc to corporations and consumers in 1981 . 	2
halifax yesterday became the the first major lender to predict widespread falls in house prices across britain next year. reporting that house prices fell again last month, britain #39;s biggest mortgage lender 	2
bogota, colombia (reuters) - the former boss of the cali  drug cartel, who once controlled most of the world's cocaine  trade, was sent to the united states on friday to face  trafficking and money laundering charges . 	0
reuters - north korean and u.s. officials met this\week in new york but made no progress on restarting six-party\talks on the north's nuclear programs, a north korean foreign\ministry spokesman said on saturday . 	0
oakland, california (reuters) - barry bonds took creams and  oils that could have contained steroids, but did so unknowingly  out of blind faith in his trainer and best friend, the baseball  player's lawyer said on friday . 	1
kansas city, mo., (sports network) - kansas city chiefs  quarterback trent green is expected to start in sunday's game  against the oakland raiders despite suffering from bruises to  his ribs and hip . 	1
two days after city officials gave preliminary approval to finance a ballpark for the nationals, major league baseball commissioner bud selig said he would not renegotiate part of the stadium agreement with the dc council . 	1
amazing what a change of scenery will do. after moving training camps from houston to san antonio after a couple of lackluster performances, featherweight contender rocky 	1
"ap - north korea on saturday said its u.n. diplomats met u.s. officials in new york twice in the past week but concluded that pyongyang should hold off on nuclear negotiations until the u.s. administration changes its ""hostile"" policy toward the country . "	0
the russian town of beslan - scene of a bloody school siege last year - pledges aid for tsunami victims . 	0
ibm #39;s possible exit from the personal-computer business would be the latest move in what amounts to a long goodbye from a field it pioneered and revolutionized . 	2
the patriots' adam vinatieri and cleveland's phil dawson formed a productive practice pair in 1998. vinatieri scored a personal-high 127 points in '98, his third nfl season, while dawson performed as a practice squad player . 	1
the division 4 super bowl last night featured two teams coming off 180-degree turnarounds . 	1
tom cavanagh scored two goals, leading harvard to a 4-1 win over visiting union last night . 	1
goma, congo -- thousands of civilians have fled their homes after clashes in the east of democratic republic of congo, the united nations said yesterday, although it was unclear who was behind the violence . 	0
auburn has put together one of the greatest years in school history, claiming a spot in today #39;s southeastern conference title game against no . 	1
nationwide protests are set to take place in germany as cuts in unemployment benefit take effect . 	2
islamabad, dec 3: pakistan and india have agreed to an early resumption of rail link between khokhrapar and monabao suspended since the 1965 war . 	0
kiev (reuters) - ukrainian prime minister viktor yanukovich  said on saturday he would stand against opposition liberal  viktor yushchenko again in a re-run of their contested  presidential election and he defiantly vowed he would win . 	0
harare - the zimbabwe government will not invite imperialist countries to observe its elections due to be held in march next year, a saturday newspaper quoted president robert mugabe as saying . 	0
i find myself privately hoping that barry bonds gets nailed. is that bad? is it un-american? he #39;s still innocent, you know, although less innocent than he was a few days ago . 	1
remember neo #39;s dilemma in the matrix? morpheus offers him two views of reality, extending a blue pill in his left hand and a red one in his right . 	3
dup leader ian paisley has had further discussions with the head of the independent decommissioning body (iicd) on the issue of putting ira weapons beyond use . 	0
stocks edged higher friday as another drop in oil prices helped wall street withstand the effects of a disappointing jobs creation report . 	2
briton lee westwood closed in on his first title of 2004 when he claimed the third-round lead in the sun city golf challenge on saturday . 	1
jerusalem (reuters) - israel termed as premature on tuesday  an egyptian report that it had agreed in principle with the  palestinians on proposals to end their conflict but said it  would respond positively if militants ceased attacks . 	0
newsfactor - sprint (nyse: fon) will spend us #36;3 billion over the next three years to upgrade its u.s. wireless network, including the development of high-speed internet services . 	3
washington (reuters) - computer-security experts, including  former government officials, urged the bush administration on  tuesday to devote more effort to strengthening defenses against  viruses, hackers and other online threats . 	3
china #39;s largest manufacturer of personal computers lenovo group has confirmed it is in acquisition negotiations with a major information technology company, widely believed to be ibm . 	2
french regulators fined vivendi universal sa and its former boss jean-marie messier nearly \$1.4 million each on tuesday for deceiving investors with a litany of inaccurate financial communications issued over a two-year period . 	2
replacement winger ross lavery scored the decisive try just two minutes from time as oxford finally justified the favourites tag they had carried into each of the last three matches . 	1
version 1.0 of the mozilla thunderbird email client is finally available for download, according to an announcement from the mozilla foundation . 	3
they were, in theory, the nfc #39;s second-best team. now they #39;re not and no one else is, either. the nfc has the philadelphia eagles at the top, the san francisco 49ers at the bottom and everyone else in the middle . 	1
winemakers who want to ship directly to consumers across state lines got a sympathetic hearing at the supreme court today, as the justices heard oral arguments in a case that could have a dramatic effect on internet commerce and states' power to regulate the alcohol trade . 	3
don't miss the opportunity! obtain a free ssl trial id today . 	3
the caib report urged nasa to develop a way for astronauts during flight to inspect the orbiter and make emergency repairs to its insulation tiles and reinforced carbon-carbon panels . 	3
the us is sending up to 600 marines and relief supplies to flood-ravaged areas of the philippines . 	0
bbc boss mark thompson says the corporation must keep up with change, after announcing nearly 3,000 job cuts . 	0
ok, fantasy basketball owners who selected jason kidd with the 11th pick on draft day, it #39;s time for you to get a little satisfaction . 	1
toothpaste maker colgate-palmolive said today it is cutting 4,400 jobs and closing a third of its 78 factories around the world. the group, which makes products such as colgate 	2
munich - german insurance concern allianz said on tuesday it would fight a us jury decision in new york which doubled the amount of insurance which the leaseholder of the destroyed world trade center towers could collect from nine insurance firms . 	2
